,file,bbox,class,size (cm)
3083,24_05_21-B10,"[2471.7224777844795, 393.22014642598367, 616.0110857087279, 806.1379640138911]",Spicara maena,13.6943282770087
3084,24_05_21-B10,"[2249.5036102398008, 914.694943692203, 1336.6812106036987, 539.8135658207245]",Spicara maena,18.0548893077041
3085,24_05_21-B10,"[3142.5423738830923, 754.112983966588, 342.1102271209111, 1297.1679445001212]",Spicara maena,16.5767951732498
3086,24_05_21-B10,"[3055.2122567760316, 498.8663155208328, 390.71298853586313, 1082.7027753059956]",Spicara maena,14.1171136172212
3087,24_05_21-B17,"[2060.264377564383, 475.1857048967241, 1092.7753959555334, 1549.312672488068]",Symphodus tinca M,25.9825595856453
3088,24_05_21-B17,"[1638.0572023301665, 1924.0192892678203, 1554.9427976698335, 459.98071073217966]",Symphodus tinca H,21.9663688225765
3089,24_05_21-B17,"[1159.0461010493784, 2088.158729060736, 1257.5845803590894, 536.5895745522557]",Symphodus tinca H,18.146351852689
3090,24_05_21-B17,"[819.5164237701744, 1477.2212810599608, 861.7506545323753, 641.075446402529]",Symphodus tinca H,13.7631465125186
3091,24_05_21-B17,"[1564.4544922462042, 704.1715930548501, 385.4375817206328, 905.4004370614086]",Serranus scriba,12.6030877826754
3092,24_05_21-B26,"[681, 635, 340.4356499211, 1363.5007649818108]",Pagellus acarne,17.0308946632119
3093,24_05_21-B26,"[954.463432363039, 700.7810507392095, 421.63566523877137, 1389.0236589864976]",Pagellus acarne,17.3033124745276
3094,24_05_21-B26,"[1168.5041647723717, 630, 435.23595036551137, 1597]",Pagellus acarne,20.1122889570336
3095,24_05_21-B26,"[1529, 621, 452.80749424990654, 1551]",Pagellus acarne,20.4451607363661
3096,24_05_21-B26,"[1911.4801918564558, 609.4438108941843, 460.25406202309887, 1620.310266219971]",Pagellus acarne,20.8358630904119
3097,24_05_21-B26,"[2244.831958296996, 855.6041330875065, 411.2453649197705, 1378.754197125757]",Pagellus acarne,18.3265907017933
3098,24_05_21-B26,"[2529.7122298309587, 504.99766251592416, 516.2877701690413, 1629.145070912733]",Pagellus acarne,21.5886059256306
3099,24_05_21-B26,"[2903.0027229264815, 552.554254732106, 591.260334727031, 1740.445745267894]",Pagellus acarne,22.9863954963348
3100,24_05_21-B26,"[2188, 2129.288855389899, 1356, 380.7111446101012]",Pagellus acarne,17.9704391126665
3101,24_05_21-B26,"[811.6950234639103, 2132.0092514415064, 1560.7787819071868, 464.3551042022282]",Pagellus acarne,19.9022430991332
3102,21_05_21-B20,"[438, 254.00945101140877, 1237, 644.9905489885912]",Diplodus anularis,14.8039306633797
3103,21_05_21-B20,"[610, 2272, 1353, 447]",Diplodus anularis,15.0085847941489
3104,21_05_21-B20,"[1680, 480.70636875838306, 421.1701277165016, 1077.8275465014635]",Diplodus anularis,13.2174178828816
3105,21_05_21-B20,"[994, 1273.15931634168, 1236.2559918973088, 476.7236050627398]",Diplodus anularis,14.3063139597753
3106,21_05_21-B20,"[2482, 2176, 1120.6305100915365, 472]",Diplodus anularis,13.8664276610052
3107,21_05_21-B20,"[2458.4434020010576, 1174.622849005359, 1166.5565979989424, 400.37715099464094]",Diplodus anularis,14.607344856642
3108,21_05_21-B25,"[612.1465108472593, 532.1496960723184, 3213.8534891527406, 2429.037621196526]",Sphyraena sphyraena,74.3128146506735
3109,21_05_21-B9,"[3076, 724, 525, 1909]",Pagellus erythrinus,22.4025493314276
3110,21_05_21-B9,"[2317, 412, 978, 1853]",Pagellus erythrinus,23.0496548151794
3111,21_05_21-B9,"[1962.2372909833714, 327, 1435.7627090166286, 1438.0064799306938]",Pagellus erythrinus,22.377693658521
3112,21_05_21-B9,"[1235.6587003624725, 2084, 2019.9465742799628, 742]",Pagellus erythrinus,24.5681816773103
3113,21_05_21-B9,"[453.14352157801665, 111.31802505986049, 998.807744973263, 2258.6819749401393]",Pagellus erythrinus,26.953146835077
3114,21_05_21-B14,"[966.2217179097943, 634.4079957719155, 453.7782820902057, 1457.5920042280845]",Pagellus acarne,17.8831934250992
3115,21_05_21-B14,"[896.9209191158986, 1923.600375604268, 1565.8569405932606, 804.2737049694563]",Pagellus acarne,20.2999241172914
3116,21_05_21-B14,"[3175, 620, 318, 1491]",Pagellus acarne,18.6916648074911
3117,21_05_21-B7,"[2478.0355522616105, 442, 495.9644477383895, 1292]",Pagellus acarne,19.8860002922631
3118,21_05_21-B7,"[2025.8251630772772, 414, 539.1748369227228, 1331.2808080764742]",Pagellus acarne,20.1235868032148
3119,21_05_21-B7,"[822, 0.25871714857294137, 1207, 1463.2326656394453]",Pagellus erythrinus,25.3306315103445
3120,21_05_21-B7,"[715, 1468.0895254544328, 1591.185537976558, 1143.9104745455672]",Pagellus erythrinus,25.3247262665441
3121,21_05_21-B3,"[553, 360.2331830531158, 620, 2165.7668169468843]",Pagellus erythrinus,26.1495045209601
3122,21_05_21-B3,"[871, 717.5275199801009, 873, 2117.472480019899]",Pagellus erythrinus,26.4368253892443
3123,21_05_21-B3,"[1428.6314306528557, 675.5813382257368, 1116.5908969127458, 1971.0605782582313]",Pagellus erythrinus,26.8777678922695
3124,21_05_21-B3,"[2136, 659.0232254950445, 649, 2051.9767745049558]",Pagellus erythrinus,25.4066264225961
3125,21_05_21-B3,"[1748, 412.6140816771646, 1815.5955459477464, 542.3859183228353]",Pagellus erythrinus,23.3822675758404
3126,21_05_21-B19,"[1621, 503.21892952345405, 1671.1646504127284, 490.2293602321867]",Pagellus erythrinus,23.7773434235648
3127,21_05_21-B19,"[1408, 446.88416935074196, 582, 1149.115830649258]",Pagrus pagrus,17.4620012241276
3128,21_05_21-B19,"[1176, 87, 382, 1265.5382705672582]",Pagrus pagrus,18.0244798013694
3129,21_05_21-B11,"[860.7555290774992, 492, 1342.2444709225008, 358]",Pagellus acarne,18.2295949858089
3130,21_05_21-B11,"[784, 635, 559.3425548842176, 1926]",Pagellus erythrinus,26.1624442135096
3131,21_05_21-B11,"[1279, 923, 415.596304627506, 1432]",Pagellus acarne,20.0004868125781
3132,21_05_21-B11,"[1598.0238099665053, 206.2666503439673, 1335.6247025463622, 1528.9518220576342]",Pagellus erythrinus,26.0192750065257
3133,21_05_21-B11,"[2537.808761947683, 1380, 714.1912380523172, 1382]",Pagellus acarne,20.8605533454425
3134,21_05_21-B11,"[2607, 520.5060754235004, 643, 1624.4939245764995]",Pagellus erythrinus,24.2585272812749
3135,21_05_21-B21,"[469.96451463565046, 1101.8229457036916, 595.0354853643496, 1226.1254971707815]",Diplodus anularis,14.2178950370751
3136,21_05_21-B21,"[350.2910738637761, 193.53909198841416, 902.7089261362239, 682.4609080115858]",Diplodus anularis,13.342129653087
3137,21_05_21-B21,"[976.4499549237389, 1020, 1079.550045076261, 824]",Diplodus anularis,14.0217211563232
3138,21_05_21-B21,"[1127.6050721341444, 547, 1001.0569859080756, 992.2252186321446]",Diplodus anularis,14.8689155137076
3139,21_05_21-B21,"[1411, 399, 882.0369207109511, 885.324859287346]",Diplodus anularis,13.4778812924255
3140,21_05_21-B21,"[2118, 1444.7000408761785, 601.5175915158884, 1126.8125029733467]",Diplodus anularis,14.5133403289285
3141,21_05_21-B21,"[1659, 201, 1126.3774817464096, 564.9783923217016]",Diplodus anularis,13.8040843407657
3142,21_05_21-B21,"[2552, 1105, 495, 1299.3543267082478]",Diplodus anularis,14.9336260793251
3143,21_05_21-B21,"[1920, 699.2121819755736, 1359.2691548424464, 369.78781802442643]",Diplodus anularis,16.4681397208747
3144,21_05_21-B21,"[994, 361.7406681639688, 442, 1210.4762076845977]",Diplodus anularis,14.2068527703438
3145,21_05_21-B12,"[571.1575300548303, 1347.0463118829564, 1446.6818067708841, 1269.9536881170436]",Pagellus erythrinus,21.5889559289568
3146,21_05_21-B12,"[1754, 465.7768492125688, 546, 1851.2231507874312]",Pagellus erythrinus,24.1237578386028
3147,21_05_21-B12,"[2872, 808, 601, 1815.4111365052013]",Pagellus erythrinus,23.6403442766801
3148,21_05_21-B5,"[637, 740, 754.7156414916162, 2091.5605125025036]",Pagellus erythrinus,25.8595701805783
3149,21_05_21-B5,"[993.4245833273934, 900, 995.5754166726066, 1810.7220898658206]",Pagellus erythrinus,25.5892002784858
3150,21_05_21-B5,"[528.571172981892, 196.75817427679692, 1946.6600398191115, 1188.241825723203]",Pagellus erythrinus,25.1264869215087
3151,21_05_21-B5,"[2654, 650.1446080566983, 902.6452787799781, 1882.8553919433016]",Pagellus erythrinus,23.8629330340701
3152,21_05_21-B6,"[1890.0703536824242, 566, 1852.9296463175758, 533]",Pagellus erythrinus,24.1558277227454
3153,21_05_21-B6,"[1532, 1060.3803741833622, 629, 1743.1950803960185]",Pagellus erythrinus,21.8796219172549
3154,21_05_21-B6,"[2461, 1043, 713, 1950]",Pagellus erythrinus,24.4319368301842
3155,21_05_21-B6,"[2921, 579.1934307616134, 571, 1706.8065692383866]",Pagellus erythrinus,22.3828501614315
3156,21_05_21-B4,"[559, 894.87195761879, 649, 2113.071867086277]",Pagellus erythrinus,24.9840024024343
3157,21_05_21-B4,"[965.7151917927995, 853, 628.2848082072005, 1904.3092686592813]",Pagellus erythrinus,21.9677409139702
3158,21_05_21-B4,"[1547, 819.3068299887188, 672, 2081.693170011281]",Pagellus erythrinus,24.3167643220284
3159,21_05_21-B4,"[2120, 820.3277560037509, 510, 1891.0998794223]",Pagellus erythrinus,22.4174496657129
3160,21_05_21-B4,"[3129, 866, 532, 1722.3871833952394]",Pagellus erythrinus,21.7742414676034
3161,21_05_21-B4,"[1523.835324789371, 256.83319772990603, 1908.4469982368287, 763.166802270094]",Pagellus erythrinus,23.6118185680503
3162,21_05_21-B13,"[583.6236942197482, 975.9631113700209, 351.29380859595165, 1637.036888629979]",Pagellus acarne,20.9412614730121
3163,21_05_21-B13,"[906, 1016.2913311928517, 390, 1597.0173565821372]",Pagellus acarne,20.3266373710745
3164,21_05_21-B13,"[2034, 730, 441.01270495747485, 1777]",Pagellus acarne,23.5922439979423
3165,21_05_21-B13,"[625.9144129481133, 443, 1579.0855870518867, 442]",Pagellus acarne,21.176598725163
3166,21_05_21-B13,"[2095, 417, 1424.6082837131885, 908.570599103366]",Pagellus acarne,21.4701146637002
3167,21_05_21-B24,"[1202.1915575324786, 274, 1573.8154697507919, 545]",Serranus scriba,19.6230160766509
3168,21_05_21-B24,"[1927, 1812, 1656, 701]",Serranus scriba,21.7845399338951
3169,21_05_21-B24,"[590, 723, 588, 1819.738039113748]",Pagrus pagrus,22.1657129728172
3170,21_05_21-B24,"[1120, 584.7710214534677, 752, 1894.0239452188562]",Pagrus pagrus,23.8955847985904
3171,21_05_21-B24,"[1772, 901.6202265075527, 508, 1507.8139064929392]",Pagrus pagrus,19.4282096914341
3172,21_05_21-B22,"[394, 921.878155760097, 971, 1943.2925979579632]",Pagrus pagrus,22.4778297073126
3173,21_05_21-B22,"[977.9027713265136, 768, 980.0972286734864, 1970]",Pagrus pagrus,23.8833232460347
3174,21_05_21-B22,"[1532, 666, 644, 1930.4127815105494]",Pagrus pagrus,23.9020640790649
3175,21_05_21-B22,"[2029, 570, 641, 1873]",Pagrus pagrus,23.3687359190705
3176,21_05_21-B22,"[2465.966083504038, 392, 527.0339164959619, 1837]",Pagrus pagrus,23.0066190586152
3177,21_05_21-B22,"[2797, 456.8253176072311, 741.8571068750948, 2013.3640349538905]",Pagrus pagrus,26.5937634146351
3178,21_05_21-B23,"[659.5026321990232, 809.0199806572165, 724.597597423034, 2042.9800193427836]",Pagrus pagrus,25.375706932246
3179,21_05_21-B23,"[1209, 574, 647, 1814]",Pagrus pagrus,22.3836935802886
3180,21_05_21-B23,"[1631, 823.2803028494011, 574.0044390019912, 1881.4896908360467]",Pagrus pagrus,23.2770054905288
3181,21_05_21-B23,"[2197, 744.1882198400727, 528, 1803.8611967670954]",Pagrus pagrus,22.4761674452982
3182,21_05_21-B23,"[2577, 691.195062113798, 668.3024042484567, 1955.804937886202]",Pagrus pagrus,24.7249062232327
3183,21_05_21-B23,"[3145, 803, 550.053101551935, 1728]",Pagrus pagrus,21.8155590897725
3184,21_05_21-B10,"[752, 576.4590174163044, 555.1930514367698, 2059.2741869458287]",Pagellus erythrinus,24.9599090977161
3185,21_05_21-B10,"[1044, 957.3061805812656, 716, 1764.6938194187344]",Pagellus erythrinus,22.6201745266502
3186,21_05_21-B10,"[1284, 1341.4677786360166, 1387.1159911552709, 1427.5322213639834]",Pagellus erythrinus,22.2793218818283
3187,21_05_21-B10,"[2908.8973753224486, 513, 644.1026246775514, 2023]",Pagellus erythrinus,25.2413381491899
3188,21_05_21-B8,"[521, 848.5730646247467, 556, 1950.4269353752534]",Pagellus erythrinus,23.1695417415084
3189,21_05_21-B8,"[849.6514340303358, 460.3117289437099, 958.8102564645226, 2036.953075422819]",Pagrus pagrus,25.806127774921
3190,21_05_21-B8,"[1476, 993.3052237143434, 911, 1493.9247639167356]",Pagrus pagrus,19.2987616851928
3191,21_05_21-B8,"[1062.0867763671629, 159.410310183821, 1813.9132236328371, 1378.1325249969673]",Pagellus erythrinus,25.2103394818093
3192,21_05_21-B8,"[2304, 580, 556, 1957.178104581068]",Pagellus erythrinus,23.9607383583047
3193,21_05_21-B8,"[2923, 730.0931008964575, 644, 1810.29023795581]",Pagellus erythrinus,22.7044943933569
3194,21_05_21-B26,"[749.7322802810086, 448.7395357227945, 1126.4235831676217, 1072.2604642772055]",Pagellus erythrinus,20.1602526864167
3195,21_05_21-B26,"[1475.3707932187738, 471.68801418739383, 1089.2508733263132, 428.3375446432623]",Spicara maena,15.2651915303446
3196,21_05_21-B26,"[1933.0725348006197, 1102.2998817536823, 964.9274651993803, 405.70011824631774]",Spicara maena,14.3084615356051
3197,21_05_21-B26,"[1890.0308552456008, 1404, 1129.983484243825, 347]",Pagellus acarne,15.4787299509578
3198,21_05_21-B18,"[383.92533775816497, 859.5141877826374, 3093.0391478347583, 1651.3198532454594]",Sphyraena sphyraena,52.3898578351952
3199,12_04_21-B.10,"[624, 265.64484673730146, 2514, 743.3551532626985]",Pagellus erythrinus,29.4709202928464
3200,12_04_21-B.10,"[1108.9017293315915, 934.6902374609602, 2418.407568843324, 879.3097625390398]",Pagellus erythrinus,29.9492055475074
3201,12_04_21-B.10,"[1187.7527438285288, 1807.1002666896675, 2363.2472561714712, 748.8997333103325]",Pagellus erythrinus,28.5182163603566
3202,12_04_21-B.7,"[1278, 1225, 1440.305739137747, 402.9546644109173]",Spicara maena,20.5853644633948
3203,12_04_21-B.7,"[153.44902108371775, 3.214299394306596, 3177.038134470309, 990.7857006056934]",Sphyraena sphyraena,45.156886868585
3204,12_04_21-B.7,"[654.2748026706126, 1010.531599539681, 2663.3498256787657, 477.22298454818053]",Sphyraena sphyraena,37.9948965094585
3205,12_04_21-B.7,"[1167, 1545, 2061.2409835325293, 540.6964132819953]",Sphyraena sphyraena,29.2436797500053
3206,12_04_21-B.7,"[1179, 1655.8211240583075, 2408, 421.16559774273423]",Sphyraena sphyraena,33.4348410987518
3207,12_04_21-B.3,"[607.1061287077868, 355.294714061457, 3353.63091002151, 551.6688092085292]",Sphyraena sphyraena,44.0907131480225
3208,12_04_21-B.3,"[582, 1125, 1061, 1430]",Pagrus pagrus,16.7678627186124
3209,12_04_21-B.3,"[1685, 1312.5261810878708, 1520.728818549068, 672.6564323630803]",Pagrus pagrus,19.4895891182894
3210,12_04_21-B.3,"[1310, 1683.5228944114087, 1696, 762.4771055885913]",Pagrus pagrus,21.4877055782538
3211,12_04_21-B.13,"[892.6490843239656, 611, 2757.3509156760347, 918]",Pagellus erythrinus,37.4352165562573
3212,12_04_21-B.13,"[924, 1348, 2684.318607826896, 1049.945279781081]",Pagellus erythrinus,33.1347051775404
3213,12_04_21-B.17,"[865, 433, 2800, 860]",Pagellus erythrinus,30.3915437115358
3214,12_04_21-B.18,"[845.6000337630676, 767.7086449941406, 707.3999662369324, 1690.2505228416298]",Pagellus acarne,12.715073397472
3215,12_04_21-B.14,"[913, 647, 2727, 1339.624064447493]",Pagellus erythrinus,36.3554235254714
3216,12_04_21-B.5,"[378.15819881965973, 2090.150326980059, 1393.8418011803403, 357.84967301994084]",Mullus surmulentus,14.5164793606961
3217,12_04_21-B.5,"[465.3539690212672, 1602, 1401.5271628700123, 322]",Mullus surmulentus,14.9786171847217
3218,12_04_21-B.5,"[446.5082775722663, 186, 687.9861906557112, 1335]",Mullus surmulentus,11.1644826303172
3219,12_04_21-B.5,"[674.4137533091529, 412.5495781678033, 415.58624669084713, 1333.809675662276]",Mullus surmulentus,9.81953165364216
3220,12_04_21-B.5,"[1028.2555360348258, 191, 342.7444639651742, 1310.803553665925]",Mullus surmulentus,9.66517806744158
3221,12_04_21-B.5,"[1093.413958380895, 227.07982450733985, 1214.6879502292054, 611.9201754926602]",Mullus surmulentus,15.2446818973737
3222,12_04_21-B.5,"[1835.7612549497271, 228, 1127.952699687637, 481.9092405767367]",Mullus surmulentus,13.7562179706177
3223,12_04_21-B.5,"[1302.9516624868481, 533, 1204.0483375131519, 686]",Mullus surmulentus,15.4315137212679
3224,12_04_21-B.5,"[1286, 1060, 1117, 364.52513038058873]",Mullus surmulentus,13.334587038338
3225,12_04_21-B.5,"[2143, 584, 1199.0811926028873, 531]",Mullus surmulentus,15.1913950150197
3226,12_04_21-B.5,"[1405.0145775707333, 1364, 1383.6829845575267, 325.8511608754852]",Mullus surmulentus,15.2982679802033
3227,12_04_21-B.5,"[1692, 1648.17932905276, 1372.8427530636377, 364.85079551553144]",Mullus surmulentus,16.4386622329282
3228,12_04_21-B.5,"[1424, 1838.3871682239014, 1382, 546.7115025611333]",Mullus surmulentus,15.1712994516981
3229,12_04_21-B.5,"[1466.6074033523314, 1985, 1244.3925966476686, 692]",Mullus surmulentus,13.0138133351888
3230,12_04_21-B.5,"[2491.2919153207954, 1015, 646.5259112593785, 442]",Mullus surmulentus,6.33665335767465
3231,12_04_21-B.5,"[3297, 300, 266.1058734907265, 1384.4809633201878]",Mullus surmulentus,8.34408037528934
3232,12_04_21-B.5,"[2964, 986.7183647426514, 397, 1475.2816352573486]",Mullus surmulentus,10.1964466726114
3233,12_04_21-B.11,"[150.19956348495643, 785, 3236.8004365150437, 1142.6669021250286]",Pagellus erythrinus,38.8159286631618
3234,12_04_21-B.9,"[814.1410404215212, 210.83367052195672, 2728.858959578479, 1120.1982460794845]",Pagellus erythrinus,33.9063957433363
3235,12_04_21-B.4,"[623, 540.4622258036468, 668, 1454.7664221161488]",Symphodus tinca H,11.0420175586299
3236,12_04_21-B.4,"[2438, 2309, 1284, 363.37796044674405]",Symphodus tinca H,15.6564827270232
3237,12_04_21-B.4,"[876, 153, 1551, 496]",Spicara maena,19.0805308761205
3238,5_05_21-B9,"[938, 669, 827.889311460199, 1176]",Sepia officinalis,13.3682649201271
3239,5_05_21-B9,"[1997, 708, 657, 991.506729625537]",Sepia officinalis,10.9942631381279
3240,5_05_21-B9,"[2937.9261861179416, 618, 689.0738138820584, 1079.4703592260078]",Sepia officinalis,12.3510111662199
3241,5_05_21-B14,"[2844.9772821595175, 2066.110128922574, 403.69353697049564, 950.1550035665327]",Pagellus acarne,14.2660445089658
3242,5_05_21-B14,"[3188, 1235.3869233829498, 241.6025467186073, 1001.6412104793678]",Pagellus acarne,14.2683924199694
3243,5_05_21-B14,"[2886.9712602244167, 1217.959146497141, 328.5218848167947, 1043.040853502859]",Pagellus acarne,14.6617265245253
3244,5_05_21-B14,"[2530, 745, 344, 1041.8291908072435]",Pagellus acarne,15.1171685690787
3245,5_05_21-B14,"[2271, 1122, 308.20433406925486, 987.1858340615236]",Pagellus acarne,14.2334409104699
3246,5_05_21-B14,"[2574, 1450.327251925372, 398, 1034.9052811404413]",Pagellus acarne,14.5851189971608
3247,5_05_21-B14,"[2347.568483035131, 1630.5166409993342, 248.3780923836398, 997.4833590006658]",Pagellus acarne,14.0326087293561
3248,5_05_21-B14,"[2079.3403410685282, 1666.7770112546866, 270.5561611314283, 1090.2229887453134]",Pagellus acarne,14.8011821329302
3249,5_05_21-B14,"[1752, 1660.7797713222099, 412.92534773950956, 981.9881505458579]",Pagellus acarne,14.084874183217
3250,5_05_21-B14,"[1437.5121307882562, 401.62780457860134, 1205.2889790393895, 2311.1755864820884]",Sphyraena sphyraena,35.5522982095811
3251,5_05_21-B14,"[773.9717547451685, 103.72826417245561, 1524.5694371517009, 2846.2991637810724]",Sphyraena sphyraena,44.8979063949764
3252,5_05_21-B14,"[868.350912283183, 112.15391466242914, 519.933868336154, 2368.3226204486277]",Sphyraena sphyraena,34.5777080528721
3253,5_05_21-B7,"[600, 147, 699.3954994888607, 1235.6829006000721]",Serranus scriba,14.4517535463212
3254,5_05_21-B7,"[1190, 2370.9829709375745, 1180, 298.01702906242554]",Serranus scriba,13.3477745596321
3255,5_05_21-B7,"[2436.570399478099, 1435.0659509937202, 702.5477878375859, 1229.9677213156576]",Serranus scriba,16.0423360060869
3256,5_05_21-B7,"[3215, 1398.9100983843348, 364, 1227.0899016156652]",Serranus scriba,15.0295828834403
3257,5_05_21-B7,"[3271.930944052483, 920.9362112141329, 318.18010899294586, 1090.1580783528802]",Serranus scriba,13.4079534777857
3258,5_05_21-B7,"[2913.193868655126, 1301.306577027803, 383.8445272247491, 1384.5046338345132]",Serranus scriba,16.7151881639068
3259,5_05_21-B7,"[3002, 318, 418.06243213774997, 1009.2793724053197]",Serranus scriba,13.3873302424721
3260,5_05_21-B7,"[2086.087137340771, 320, 1129.0466146949225, 331]",Serranus scriba,14.2743835759145
3261,5_05_21-B7,"[1079, 1237.7028351707545, 818.9789094410357, 1235.6753795716118]",Serranus scriba,16.3603246277982
3262,5_05_21-B7,"[1724.240165397659, 959.6621837961624, 745.3115662277, 1117.9673493415503]",Serranus scriba,16.0369152983936
3263,5_05_21-B7,"[2708.0026214325994, 708.5439734815452, 562.9095999134715, 709.3169494896172]",Scorpaena porcus,10.5623403739348
3264,5_05_21-B7,"[2624.231205335729, 994.0410402111729, 344.6265436560998, 903.888917133103]",Scorpaena porcus,11.1873855915392
3265,5_05_21-B27,"[2755.9197919523417, 499.1699140057126, 928.9536319925819, 1220.8426268456276]",Pagellus erythrinus,18.6819224655663
3266,5_05_21-B27,"[1665.1392364367348, 513, 1059.972818399653, 395]",Diplodus anularis,14.1097466545898
3267,5_05_21-B27,"[552.7300707002809, 383.7420828415073, 658.0194937160458, 1402.1203485731742]",Pagellus erythrinus,18.9725284369313
3268,5_05_21-B27,"[761.148282602552, 735.7592380796868, 699.7293158225943, 1385.5637716512078]",Pagellus erythrinus,18.3112867435912
3269,5_05_21-B27,"[846.5135489032259, 1288.7378742032772, 456.30450793239106, 1419.61402467855]",Pagellus erythrinus,17.9292032299425
3270,5_05_21-B27,"[2758.184742917711, 1519.8968048041368, 410.815257082289, 1339.1031951958632]",Pagellus erythrinus,16.3716045012308
3271,5_05_21-B3,"[1030, 206.3572772532796, 1389, 384.9191801739157]",Mullus barbatus,17.5422736083412
3272,5_05_21-B3,"[869.2611494677751, 503.3047392973921, 984.8384400241209, 845.124571377784]",Mullus barbatus,15.7118197858566
3273,5_05_21-B3,"[892.3975521012951, 1351.3201508678233, 621.2648132276495, 1521.6798491321767]",Mullus barbatus,19.4267447535708
3274,5_05_21-B3,"[1041, 1121, 934.833774087323, 1180.6504369390232]",Mullus barbatus,17.6572926253577
3275,5_05_21-B3,"[1354.9826326510479, 887.869653395678, 681.5661351105741, 1259.3712086257178]",Mullus barbatus,16.3643449414432
3276,5_05_21-B3,"[1938, 2, 383.57458251844537, 1309]",Mullus barbatus,16.9155555261952
3277,5_05_21-B3,"[2030, 714.2482473200469, 309.4307391353177, 1297.7517526799531]",Mullus barbatus,16.2059457695095
3278,5_05_21-B3,"[2313, 814.9018115960945, 477.81677389589413, 1515.0981884039056]",Mullus barbatus,19.520078034092
3279,5_05_21-B3,"[2425, 1089.987064515397, 877, 1127.0172066837458]",Mullus barbatus,17.371546358344
3280,5_05_21-B3,"[2412.7995273351776, 323.84100625652275, 790.2004726648224, 1509.999999999991]",Mullus barbatus,18.9998734382153
3281,5_05_21-B3,"[2954.1170527871127, 629, 589.8829472128873, 1591]",Mullus barbatus,21.9760850217635
3282,5_05_21-B11,"[2416.18554536406, 453.0520509514337, 1038.4499027411835, 1109.9479490485662]",Mullus surmulentus,18.8157639479245
3283,5_05_21-B11,"[2347.8225249288225, 1116, 954.6212137132234, 943.2239167489606]",Sepia officinalis,12.3896059096286
3284,5_05_21-B11,"[1846.0449242107065, 1320.4937220791435, 771.4774081613036, 878.7315844178747]",Sepia officinalis,9.93748085898756
3285,5_05_21-B11,"[1235, 956, 671.2577950915888, 1023.0719973387927]",Sepia officinalis,11.4753199267151
3286,5_05_21-B48,"[1755, 313.7315708955663, 1688.563864534131, 627.760415880009]",Pagrus pagrus,22.9253764133687
3287,5_05_21-B48,"[627.9513137823566, 688, 711.8911490246245, 1874.849034197372]",Pagrus pagrus,22.9726827330207
3288,5_05_21-B48,"[1440.551533804505, 784.7468754882094, 1060.3270044303456, 1684.2531245117907]",Pagrus pagrus,24.2118946759015
3289,5_05_21-B48,"[2302.3814651992743, 1054, 624.6185348007257, 1910]",Pagrus pagrus,24.103798596832
3290,5_05_21-B48,"[2862, 823.5325297086221, 614, 1853.467470291378]",Pagrus pagrus,24.2785411652652
3291,5_05_21-B21,"[1983, 349.123881256635, 563.3126116510925, 380.876118743365]",Sepia officinalis,5.55528606549578
3292,5_05_21-B21,"[594.1274252041242, 632, 602.8725747958758, 888.4158899196862]",Sepia officinalis,9.62914478304586
3293,5_05_21-B21,"[592.6429016334952, 1768.0202001392952, 445.3570711887106, 637.9797998607048]",Sepia officinalis,7.2846999617796
3294,5_05_21-B21,"[1200, 1686.1616308645991, 837, 860.8383691354009]",Sepia officinalis,9.451707287188
3295,5_05_21-B21,"[2418.606893507209, 1823.2586983280098, 966.4248444795026, 642.7413016719902]",Sepia officinalis,11.3999186843471
3296,5_05_21-B2,"[719.8906314166042, 1036.8612483949416, 387.4364227402051, 1357.1097042352437]",Serranus scriba,15.4033159951335
3297,5_05_21-B2,"[1134.8348700905844, 1192.1647386537254, 801.9999999999977, 1055.9999999999975]",Serranus scriba,14.3135766687026
3298,5_05_21-B2,"[730.591374259264, 1368.793391377264, 905.5421209978834, 1204.9254344706533]",Serranus scriba,16.8755039598153
3299,5_05_21-B2,"[1478.4402460490862, 2087.5583075407026, 1001.6524432469853, 552.5855545714808]",Serranus scriba,13.3220370111498
3300,5_05_21-B2,"[2530.9446501432967, 1460.3521907059674, 463.8593313683027, 1184.5969378768211]",Serranus scriba,14.2059370317266
3301,5_05_21-B2,"[2851.343763868062, 1536.0087064985787, 543.4415240855237, 1257.879734628993]",Serranus scriba,16.4273595165029
3302,5_05_21-B2,"[3034.7899223428735, 1000.4809814027844, 564.0543836241541, 1493.5530448724494]",Serranus scriba,18.1090710549049
3303,5_05_21-B2,"[2006.0159088160578, 123.7138131948932, 890.75775983873, 1027.5131005608584]",Serranus scriba,15.0335546527202
3304,5_05_21-B2,"[2106.4377623656324, 1223.6920396763696, 980.3408040293657, 952.1160208039521]",Serranus scriba,14.2201779972011
3305,5_05_21-B2,"[1855.8208518225222, 1106.1558251435101, 280.1202673696064, 754.1699506104787]",Scorpaena porcus,8.96368950282194
3306,5_05_21-B5,"[113, 458.00376811684254, 1413.2426632212635, 707.9538631431501]",Mullus barbatus,18.0193735763418
3307,5_05_21-B5,"[826.5747338413504, 919, 424.88989392800215, 1409.5677374727152]",Mullus barbatus,16.2664566594328
3308,5_05_21-B5,"[1045, 1000.7181200632723, 489.4168277525107, 1253.2818799367278]",Mullus barbatus,15.2028190959955
3309,5_05_21-B5,"[669, 2295.3477668172527, 1497.1165784416594, 358.6522331827473]",Mullus barbatus,16.6323777149901
